episode,train_return,episode_length,moving_return,eval_return_mean,eval_return_std,policy_loss,value_loss,entropy,total_loss,elapsed_sec
1,13.912855632549462,16,13.912855632549462,,,2.3532609939575195,0.797284722328186,2.7568154335021973,2.7519032955169678,0.14807587501127273
2,6.311765926972182,9,10.112310779760822,,,1.7891676425933838,0.5587819814682007,2.7565157413482666,2.068558692932129,0.1538374160300009
3,8.569221433468464,12,9.597947664330036,,,2.028907537460327,0.5892362594604492,2.7562320232391357,2.3235256671905518,0.16001216601580381
4,27.626386077545302,37,14.105057267633853,,,1.9656124114990234,0.6005101799964905,2.7560222148895264,2.2658674716949463,0.17527241603238508
5,12.923089572616538,22,13.86866372863039,,,1.467793345451355,0.4913104772567749,2.755775213241577,1.7134485244750977,0.18483058299170807
6,5.771456760790293,8,12.519129233990371,,,1.4554426670074463,0.6672340631484985,2.7555184364318848,1.7890596389770508,0.18990595801733434
7,24.30552502430512,25,14.202900061178193,,,2.5934698581695557,0.9917054772377014,2.755143642425537,3.089322566986084,0.20047316601267084
8,8.11706942227156,15,13.442171231314866,,,1.460824728012085,0.44224682450294495,2.7548701763153076,1.681948184967041,0.20789762499043718
9,7.315498256860631,11,12.76142978970884,,,2.426557779312134,0.7446773052215576,2.7546212673187256,2.798896312713623,0.21411683299811557
10,10.645028203881227,14,12.549789631126078,,,2.407583713531494,0.7953124642372131,2.7545857429504395,2.8052399158477783,0.22145120799541473
11,8.311793719777894,10,12.164517275548972,,,2.3786540031433105,0.842562198638916,2.754692316055298,2.7999351024627686,0.22739654104225338
12,9.191569878209812,15,11.916771659104041,,,1.568700909614563,0.683756947517395,2.7548115253448486,1.9105794429779053,0.23545337503310293
13,7.3879643248768865,11,11.56840186416349,,,1.3979657888412476,0.8173134326934814,2.7549171447753906,1.8066225051879883,0.24189041601493955
14,12.553866812952919,16,11.638792217648449,,,2.183773994445801,0.788459062576294,2.7549571990966797,2.578003406524658,0.2501166660222225
15,7.3195536914694594,11,11.35084298256985,,,1.7270487546920776,1.0143229961395264,2.7550458908081055,2.234210252761841,0.2562254160293378
16,12.049270331513766,19,11.394494691878844,,,1.2910094261169434,0.6744612455368042,2.7551417350769043,1.6282401084899902,0.26522112503880635
17,14.97497110419209,18,11.605110951426681,,,2.0942704677581787,0.8952915668487549,2.7551088333129883,2.5419163703918457,0.27376433298923075
18,6.322641975580494,9,11.311640452768561,,,0.7976143956184387,1.1548430919647217,2.7550570964813232,1.3750360012054443,0.2796131659997627
19,7.706841476699801,11,11.121914190870205,,,1.7215943336486816,1.235585331916809,2.754896640777588,2.3393869400024414,0.2852662910008803
20,9.887429705500763,12,11.060189966601731,,,2.3359458446502686,1.1444579362869263,2.7547521591186523,2.908174753189087,0.2911595409968868
21,8.951423534207677,15,10.95977251744011,,,1.271863579750061,1.0998485088348389,2.7546637058258057,1.8217878341674805,0.2981472079991363
22,9.844324479249444,13,10.909070333885989,,,1.9840368032455444,1.08808171749115,2.7545487880706787,2.5280776023864746,0.30453437502728775
23,6.884502525226964,13,10.734089124813858,,,0.8128033876419067,1.3802218437194824,2.7544751167297363,1.502914309501648,0.31083345803199336
24,8.494662306820876,16,10.64077967406415,,,1.2214525938034058,0.659407377243042,2.7543411254882812,1.5511562824249268,0.3181824160274118
25,7.190419063609789,9,10.502765249645977,,,2.253760576248169,1.7221124172210693,2.7542169094085693,3.114816665649414,0.3231743330252357
26,5.4850822955666025,8,10.165654316166663,,,3.0386710166931152,1.6982219219207764,2.7541799545288086,3.887782096862793,0.3275620409986004
27,7.328608926158916,12,10.206328036134131,,,0.8744902610778809,1.5973819494247437,2.7543399333953857,1.6731812953948975,0.3336645410163328
28,8.818900118071522,15,10.216315183518253,,,1.560261607170105,1.6038540601730347,2.7543764114379883,2.3621885776519775,0.34190208301879466
29,6.331554832854904,10,9.364521933730636,,,1.81302011013031,1.5435841083526611,2.7544867992401123,2.5848121643066406,0.3479490830213763
30,7.405164245060562,10,9.1438049206284,,,1.0805871486663818,2.1185240745544434,2.7546629905700684,2.1398491859436035,0.35558658302761614
31,11.231204858028898,13,9.362194844517942,,,1.4066407680511475,1.8605138063430786,2.7547802925109863,2.336897611618042,0.36483641603263095
