episode,train_return,episode_length,moving_return,eval_return_mean,eval_return_std,policy_loss,value_loss,entropy,total_loss,elapsed_sec
122,58.99362597434667,35,90.10682901879487,,,1129.9876708984375,0.0,2.7510998249053955,1129.9876708984375,1.520625083008781
123,66.315408705121,50,89.41270197626844,,,1861.241943359375,0.0,2.7509491443634033,1861.241943359375,1.5357452910393476
124,98.26643003308908,73,89.88861041880158,,,6016.951171875,0.0,2.7508153915405273,6016.951171875,1.5570762500283308
125,22.29615347614586,44,87.38236828374231,,,-1417.3251953125,0.0,2.7508432865142822,-1417.3251953125,1.5708658750518225
126,69.73715930978075,43,87.46131918709133,,,1602.0179443359375,0.0,2.7508034706115723,1602.0179443359375,1.5838546250015497
127,53.736513996851414,32,84.28960180069186,,,920.8351440429688,0.0,2.750654697418213,920.8351440429688,1.5940013330546208
128,113.61437788890487,68,84.26248907761067,,,5916.35693359375,0.0,2.7505712509155273,5916.35693359375,1.6134164160466753
129,52.72054113883457,32,84.04199844851104,,,732.5225830078125,0.0,2.750561475753784,732.5225830078125,1.6233773750136606
130,129.60176287258417,71,85.42667897120361,,,6942.45703125,0.0,2.7505548000335693,6942.45703125,1.6443190410500392
131,35.7207619502725,35,84.88791506049972,,,-490.28619384765625,0.0,2.7505078315734863,-490.28619384765625,1.6551187910372391
132,73.74436113878491,48,83.71209734227965,,,2113.2919921875,0.0,2.7504053115844727,2113.2919921875,1.669305958028417
133,87.99062480062216,122,83.65167151841491,,,5841.41650390625,0.0,2.750251531600952,5841.41650390625,1.7062182080117054
134,48.864193730255906,29,81.55334405140567,,,501.232421875,0.0,2.750234365463257,501.232421875,1.7152988750021905
135,140.4702341664042,69,82.75804441863308,,,8852.9560546875,0.0,2.750196695327759,8852.9560546875,1.7348232910153456
136,66.69290338928414,39,82.681314213557,,,1399.6173095703125,0.0,2.7501728534698486,1399.6173095703125,1.7460825830348767
137,81.17254503912663,63,82.03754625378433,,,2818.005859375,0.0,2.7501447200775146,2818.005859375,1.7638747500022873
138,77.77531798858567,58,82.50145395565318,,,2985.32275390625,0.0,2.750070095062256,2985.32275390625,1.7807151660090312
139,80.73026996700878,66,77.8930483005134,,,3000.7333984375,0.0,2.7500317096710205,3000.7333984375,1.799183916009497
140,53.59118220863035,32,76.49737910959202,,,989.561767578125,0.0,2.7499797344207764,989.561767578125,1.8089709160267375
141,95.69857305556805,64,75.46532743830683,,,4163.82763671875,0.0,2.7500712871551514,4163.82763671875,1.826952291012276
142,57.20790879205992,34,75.4808253324861,,,1008.493896484375,0.0,2.7501602172851562,1008.493896484375,1.8371818750165403
143,51.79477323474536,31,75.75806657020503,,,712.9291381835938,0.0,2.7502224445343018,712.9291381835938,1.846594125032425
144,101.03824070562655,59,76.33365916068698,,,4308.33544921875,0.0,2.750244617462158,4308.33544921875,1.8630305410479195
145,47.88709798597833,28,74.07333835245159,,,510.4106750488281,0.0,2.7503573894500732,510.4106750488281,1.8718003330286592
146,80.82957533910314,63,73.85962147550859,,,3433.53662109375,0.0,2.750488758087158,3433.53662109375,1.8905803330126218
147,49.94193121455337,30,73.49755368511687,,,445.06732177734375,0.0,2.7506296634674072,445.06732177734375,1.9002518330235034
148,69.29292182337414,40,73.616654209847,,,1432.13330078125,0.0,2.7506513595581055,1432.13330078125,1.9129387499997392
149,73.8808735314286,42,72.64123194978056,,,2018.853515625,0.0,2.750607490539551,2018.853515625,1.9260042500100099
150,86.08746402521693,60,75.19288437174342,49.17884009449935,0.6483378276573895,3285.7265625,0.0,2.7506067752838135,3285.7265625,1.9650312080048025
151,84.41379757887282,49,75.7799499025071,,,2648.888671875,0.0,2.7506110668182373,2648.888671875,1.9791204580105841
152,54.39660004754663,33,75.80635334453491,,,666.0458984375,0.0,2.7506103515625,666.0458984375,1.989271416037809
153,51.50961953789219,31,73.32216301049439,,,554.139404296875,0.0,2.7505345344543457,554.139404296875,1.998884000000544
154,50.13030568148944,30,73.2185535922006,,,559.7764892578125,0.0,2.750417470932007,559.7764892578125,2.0081723750336096
155,46.14004058308365,27,69.88008470062057,,,243.04745483398438,0.0,2.7502503395080566,243.04745483398438,2.0165655000018887
156,87.7515799438042,50,71.96131742036185,,,2956.205322265625,0.0,2.7500011920928955,2956.205322265625,2.0313963750377297
157,51.45952414579856,31,71.0699239406424,,,688.51171875,0.0,2.749776601791382,688.51171875,2.042014791048132
158,53.543927197513725,33,69.69205603651807,,,800.0604248046875,0.0,2.7495639324188232,800.0604248046875,2.053686416009441
159,47.2469897740866,28,69.62736787827129,,,269.411865234375,0.0,2.7493631839752197,269.411865234375,2.0636677910224535
160,39.83486612846233,34,65.60195315675361,,,-266.16632080078125,0.0,2.749094247817993,-266.16632080078125,2.07524633302819
161,54.71747931623199,33,65.12293619383152,,,643.0057983398438,0.0,2.748800277709961,643.0057983398438,2.086202458012849
162,130.47739842427495,77,67.09513032923745,,,9777.6162109375,0.0,2.7484586238861084,9777.6162109375,2.1087463330477476
163,47.93910186297199,29,65.9016816842129,,,446.1137390136719,0.0,2.74825382232666,446.1137390136719,2.1182714580208994
164,51.191524494531,31,64.72013186531379,,,907.4300537109375,0.0,2.748042345046997,907.4300537109375,2.128259583027102
165,57.74537389616911,35,64.88629953281534,,,1069.5494384765625,0.0,2.748068332672119,1069.5494384765625,2.139336833031848
166,65.12848462312006,39,63.66349599551742,,,1745.459228515625,0.0,2.7481393814086914,1745.459228515625,2.1511725000455044
167,74.0737400928419,43,64.33812924754871,,,1830.75439453125,0.0,2.7482893466949463,1830.75439453125,2.1645152080454864
168,189.45762845058297,135,69.8446434561822,,,20854.98046875,0.0,2.748415946960449,20854.98046875,2.2047844160115346
169,37.69422624104707,32,67.31088287759903,,,-227.60812377929688,0.0,2.7485973834991455,-227.60812377929688,2.2150403750129044
170,58.63422880024782,35,67.74076811016981,,,1318.7606201171875,0.0,2.748718738555908,1318.7606201171875,2.2260038750246167
171,89.92836798478334,50,68.10471981599702,,,3504.0810546875,0.0,2.748903751373291,3504.0810546875,2.2413050830364227
172,50.09236338551106,30,68.11073710283533,,,523.0030517578125,0.0,2.749093532562256,523.0030517578125,2.2508045410504565
173,112.537630367763,62,69.84052544461089,,,4940.69873046875,0.0,2.749154567718506,4940.69873046875,2.268927083001472
174,52.26180306084374,32,68.97576262578748,,,730.5559692382812,0.0,2.749190330505371,730.5559692382812,2.2792041250504553
175,96.97039066702791,53,69.41107969145992,,,3515.522705078125,0.0,2.7492077350616455,3515.522705078125,2.2947834580554627
176,65.60067315022397,39,68.65855471431396,,,1419.41357421875,0.0,2.74914288520813,1419.41357421875,2.307740916032344
177,77.20665967433152,44,69.57095709938535,,,2383.435302734375,0.0,2.749070882797241,2383.435302734375,2.321979000000283
178,99.0735989024896,57,71.47351627396927,,,3897.0966796875,0.0,2.748990774154663,3897.0966796875,2.3391457080142573
179,55.691191843956005,34,71.69595172046792,,,1013.5234375,0.0,2.7488763332366943,1013.5234375,2.349975166027434
180,82.39638547520813,58,73.1462055161529,,,3167.64453125,0.0,2.748828172683716,3167.64453125,2.3673526660422795
181,190.70905066742733,93,77.26450434509782,,,14961.66796875,0.0,2.7487967014312744,14961.66796875,2.393947750038933
182,51.98521477267969,31,77.28553197017307,,,680.65869140625,0.0,2.748750925064087,680.65869140625,2.403939750045538
183,221.01512090464828,104,83.98437971845846,,,20122.427734375,0.0,2.7487332820892334,20122.427734375,2.4344349580351263
184,106.86319352454811,59,86.36902786847692,,,4815.24609375,0.0,2.7487385272979736,4815.24609375,2.452488375012763
185,59.26471581762895,36,87.1462218560436,,,1051.826171875,0.0,2.748732328414917,1051.826171875,2.4645663750125095
186,200.99054742980888,101,92.99714458058665,,,17000.71875,0.0,2.748732089996338,17000.71875,2.49552933301311
187,82.4231497242866,48,91.07497463258713,,,2616.038818359375,0.0,2.7487077713012695,2616.038818359375,2.510640708031133
188,70.48356572779215,41,91.97675318717992,,,1765.3631591796875,0.0,2.7486860752105713,1765.3631591796875,2.5241337080369703
189,70.87084957333691,42,92.76392619033214,,,1764.130859375,0.0,2.748699188232422,1764.130859375,2.5372770000249147
190,78.26597311994881,45,93.58475015928335,,,2243.317138671875,0.0,2.7487332820892334,2243.317138671875,2.5507070410531014
191,72.21419154077144,42,93.8681784359894,,,2334.443359375,0.0,2.748782157897949,2334.443359375,2.563503041048534
192,76.16475061471381,47,93.95181885686426,,,1598.586181640625,0.0,2.7489378452301025,1598.586181640625,2.577478333027102
193,84.73499461330726,49,89.76291350337326,,,2859.865234375,0.0,2.748976945877075,2859.865234375,2.5919987080269493
194,211.3570560173982,97,96.7094266944273,,,20663.796875,0.0,2.749021530151367,20663.796875,2.6191996660199948
195,86.52438479780513,48,97.8250329343296,,,2996.97998046875,0.0,2.749173879623413,2996.97998046875,2.633504541008733
196,73.25962202945057,42,97.15828309611626,,,2204.728515625,0.0,2.7492921352386475,2204.728515625,2.6463183750165626
197,112.25525572083517,62,99.64479878952925,,,5207.75,0.0,2.7494020462036133,5207.75,2.664358625013847
198,61.97445323764105,37,97.62227170432438,,,1122.8785400390625,0.0,2.7494726181030273,1122.8785400390625,2.676082458056044
199,220.02263868276546,100,104.33270512920124,,,19795.791015625,0.0,2.7495028972625732,19795.791015625,2.704757416038774
200,140.82294205939948,83,106.0868071848961,54.53054657043769,1.1743945941321607,9404.859375,0.0,2.74953293800354,9404.859375,2.7546552910353057
201,74.11173402668629,44,106.4272496199546,,,1730.462646484375,0.0,2.749559164047241,1730.462646484375,2.7679447080008686
202,61.36031734150945,37,105.79339592664172,,,1211.52783203125,0.0,2.749499797821045,1211.52783203125,2.7796452910406515
203,83.06133289036565,47,105.15290528615675,,,2603.982666015625,0.0,2.7493836879730225,2603.982666015625,2.7943086660234258
204,83.60029866893203,51,106.2692695591558,,,2382.260009765625,0.0,2.7491729259490967,2382.260009765625,2.8096704160561785
205,61.37651671638303,37,105.42847480880279,,,1281.5653076171875,0.0,2.748924970626831,1281.5653076171875,2.821362250018865
206,220.68672281390062,106,106.62758169466174,,,19230.681640625,0.0,2.7487263679504395,19230.681640625,2.8520242500235327
207,86.18663403246171,52,107.99563846505299,,,2980.8798828125,0.0,2.7484982013702393,2980.8798828125,2.868053291051183
208,68.13980677210256,53,101.88062589975118,,,1792.905517578125,0.0,2.74830961227417,1792.905517578125,2.883850625017658
209,196.34946071114607,99,105.4600765872151,,,16881.9921875,0.0,2.748110294342041,16881.9921875,2.911515625019092
210,220.982810438577,99,111.92880037205303,,,19174.841796875,0.0,2.747950792312622,19174.841796875,2.9395390830468386
211,189.9633156844701,91,111.48771110223946,,,15085.7705078125,0.0,2.747776508331299,15085.7705078125,2.964957415999379
212,132.33949066457745,75,113.4843647398511,,,7575.83935546875,0.0,2.747612237930298,7575.83935546875,2.986000666045584
213,82.68893011884062,49,113.97257931549304,,,2580.865234375,0.0,2.7474262714385986,2580.865234375,3.0001946660340764
214,76.78307704100072,60,114.20906841419959,,,2772.60498046875,0.0,2.7472000122070312,2772.60498046875,3.0174831250333227
215,207.60992179531905,93,119.38282636121441,,,16348.115234375,0.0,2.747047185897827,16348.115234375,3.0435404580202885
216,79.20903311164602,46,119.66262002404939,,,2405.278564453125,0.0,2.746858596801758,2405.278564453125,3.057821750000585
217,106.74723781222912,67,120.88591951195,,,4941.3271484375,0.0,2.7466235160827637,4941.3271484375,3.0775612080469728
218,59.427530829276755,55,119.87362096058877,,,1791.436279296875,0.0,2.7463462352752686,1791.436279296875,3.094075208005961
219,153.4189947282205,78,117.55609850902167,,,9267.08203125,0.0,2.746216297149658,9267.08203125,3.116321125009563
220,127.29875023269791,69,119.18707312641736,,,6868.39306640625,0.0,2.74601149559021,6868.39306640625,3.1361927080433816
221,61.82763065204348,38,118.72979347132109,,,1179.8885498046875,0.0,2.7458126544952393,1179.8885498046875,3.1476362910470925
222,232.12361993492496,113,123.52452803988469,,,23472.875,0.0,2.745554208755493,23472.875,3.179581500007771
223,220.30969364588805,103,129.85793765621457,,,20690.7421875,0.0,2.745344400405884,20690.7421875,3.2089805410359986
224,65.3186739686819,41,123.66977906765123,,,1765.4344482421875,0.0,2.7451741695404053,1765.4344482421875,3.2217637080466375
225,91.48310325851256,60,121.69618551561574,,,4166.78662109375,0.0,2.7450785636901855,4166.78662109375,3.239784208009951
226,149.2705614183333,97,124.70253861128161,,,10908.7451171875,0.0,2.745013952255249,10908.7451171875,3.2695778330089524
227,152.61290789317212,76,128.35264223334815,,,10516.5791015625,0.0,2.7449071407318115,10516.5791015625,3.291949625010602
228,133.3491664420776,69,130.36415557541662,,,8448.03515625,0.0,2.7448370456695557,8448.03515625,3.3124190410017036
229,214.57464835276866,100,135.60312956277008,,,19725.2578125,0.0,2.7448368072509766,19725.2578125,3.341835125000216
230,254.39784541311258,125,143.32398271063926,,,28702.162109375,0.0,2.744870901107788,28702.162109375,3.3779065410490148
231,145.80630235447467,71,140.32876589226223,,,9026.498046875,0.0,2.744889497756958,9026.498046875,3.398866583011113
232,229.92391906458522,101,146.07825729354718,,,21543.33984375,0.0,2.7448832988739014,21543.33984375,3.427218166005332
233,62.23879966180391,38,145.84221700913523,,,1406.026123046875,0.0,2.7448887825012207,1406.026123046875,3.4386195410043
